user_id,total_contests,total_problems_attempted,total_problems_solved,current_rating,dp_attempted,dp_solved,dp_failure_rate,dp_weakness_score,graphs_attempted,graphs_solved,graphs_failure_rate,graphs_weakness_score,greedy_attempted,greedy_solved,greedy_failure_rate,greedy_weakness_score,math_attempted,math_solved,math_failure_rate,math_weakness_score,strings_attempted,strings_solved,strings_failure_rate,strings_weakness_score,datastructures_attempted,datastructures_solved,datastructures_failure_rate,datastructures_weakness_score,binarysearch_attempted,binarysearch_solved,binarysearch_failure_rate,binarysearch_weakness_score,misc_attempted,misc_solved,misc_failure_rate,misc_weakness_score,recent_contests,recent_problems_attempted,recent_problems_solved,recent_avg_rating,recent_dp_attempted,recent_dp_solved,recent_graphs_attempted,recent_graphs_solved,recent_greedy_attempted,recent_greedy_solved,recent_math_attempted,recent_math_solved,recent_strings_attempted,recent_strings_solved,recent_datastructures_attempted,recent_datastructures_solved,recent_binarysearch_attempted,recent_binarysearch_solved,recent_misc_attempted,recent_misc_solved,target_weakness_score
user_474,23,99,243,857,68,63,0.9017193387976908,0.16363289262919012,70,39,0.6052352201681633,0.9056833657708252,81,1,0.7104358082408693,0.15970876214216712,59,69,0.4815050931776321,0.3046118146566501,63,5,0.9729547330228147,0.05046847108161234,20,22,0.8462283231154111,0.8182380281919299,26,5,0.5886075856938554,0.25782569593593974,79,4,0.3090268126204314,0.8440787343822349,4,6,2,1219,14,11,1,7,4,6,16,14,7,8,9,10,0,14,7,2,0.86952608331733
user_475,41,247,164,1111,70,54,0.019988998944890257,0.05572522087331633,46,37,0.5578763158688504,0.46644708975889115,65,60,0.5509622214187242,0.960107039168562,5,26,0.22881547599897,0.26271801768318326,80,12,0.7063602088376154,0.012097087491401037,24,51,0.9675496917353414,0.27738750216239305,74,68,0.13286174842752496,0.25303154353213997,39,67,0.775548450794289,0.630927646498461,8,44,16,1132,8,5,9,4,6,10,8,8,9,10,2,12,7,0,6,11,0.46593278330109233
user_476,28,108,113,2359,36,77,0.4695807033518258,0.911573140137698,58,54,0.7825056359493593,0.05752678371465414,59,1,0.6378728330734764,0.6867592670824648,62,77,0.41860361738396823,0.5838372605023247,41,27,0.13509455659530978,0.6636489895040385,59,4,0.9126923734444158,0.015587584775363927,51,36,0.998941570568453,0.5815877329606897,52,26,0.6177920422090999,0.13761558104808036,6,46,21,1598,16,14,17,6,18,11,9,10,12,1,19,11,10,4,5,2,0.440363931178798
user_477,2,181,92,1454,74,17,0.615265367970973,0.16434060122826777,5,50,0.18530408352393457,0.03920149908252746,66,16,0.19074979129065195,0.5085041276133591,8,39,0.7738986689668229,0.9743585996158887,24,70,0.9284686523951569,0.6862867626170427,52,48,0.811339479201512,0.6710940641352746,33,72,0.03364382254376208,0.06523266126748684,54,14,0.7429791344889568,0.13635379511075751,6,1,13,1027,17,8,1,1,17,0,8,7,1,1,4,11,15,13,19,1,0.7037810050346648
user_478,3,381,51,1491,30,25,0.0638413789891007,0.2898354623796403,97,47,0.6367758550359672,0.4387089014925257,44,33,0.8620141069116402,0.7720210128316995,20,40,0.7429875028259558,0.6052172840290415,66,70,0.16218168192912918,0.13901605276427675,42,70,0.05671359663311071,0.6639868618670157,12,0,0.8631339625231612,0.5844414641406359,50,0,0.7217702773178095,0.17253170068710866,7,25,13,1015,15,12,3,14,17,13,8,14,2,13,3,6,17,13,14,7,0.25291907676386416
user_479,11,168,263,2495,80,40,0.14428065068874918,0.16590504430068942,8,47,0.09448387517896362,0.7403645721560946,43,57,0.8198443517257338,0.4660341195000369,28,74,0.24227619398468836,0.17285473941878615,97,38,0.777359828436892,0.4633593063976348,80,74,0.22469449178035583,0.4642630307759832,15,67,0.7889219324141032,0.006022040368406367,84,79,0.1565257094230983,0.9910006400933713,8,33,8,1644,5,3,13,11,10,1,2,4,6,10,11,12,10,2,12,3,0.5374881528341916
user_480,1,253,242,2284,20,28,0.5487234883490736,0.594934843497373,74,74,0.799859101148085,0.009860833821606518,36,77,0.8457626461178046,0.2956585718430982,87,11,0.8827241442744588,0.012835601396736895,93,14,0.3371876948353899,0.16557112581954114,72,12,0.8068506011387654,0.27564423024227735,18,56,0.7147905784378072,0.28069647708044043,20,13,0.12885116651121553,0.7527816429608548,3,25,13,1700,3,0,13,6,9,10,1,9,2,4,7,9,7,13,17,8,0.49955901015478954
user_481,29,131,98,1709,13,52,0.5831617114337359,0.4616114176657774,28,22,0.8158391711776937,0.3942081548507492,95,70,0.9056796353769807,0.4043046580626566,75,15,0.24824253218111036,0.9097507186313742,36,32,0.5487466654634174,0.15867764519395577,17,15,0.1910354777600769,0.6325337688044397,67,29,0.4530068136934591,0.9022952887404225,29,63,0.0617497041677777,0.03926192103657411,9,6,9,1321,3,11,5,12,0,7,15,4,6,14,2,7,1,1,19,6,0.3232512358984363
user_482,19,296,81,2181,19,5,0.16865595932648536,0.08786783586782876,24,40,0.26929096758459625,0.41678699156795607,45,56,0.2835917663288866,0.9152433100276822,85,72,0.6470700185389826,0.26440771405595076,99,38,0.10950618052016392,0.7740213057670227,51,2,0.5518951394991458,0.3883850446467406,30,65,0.013073619605447284,0.475218342372429,82,9,0.1096118079986772,0.955479806945415,6,40,4,1603,2,9,12,8,6,13,7,9,0,10,19,12,0,2,1,11,0.8924554581474337
user_483,44,269,162,1754,23,64,0.8027994315059253,0.7594114468868812,37,0,0.37526487573558587,0.13963688162782795,72,53,0.14753433905956326,0.2229467049335211,28,2,0.2126920607701298,0.14976812734123657,19,60,0.21102307633884032,0.5582887464374169,78,30,0.5994337862734697,0.8497059232246179,65,15,0.3255179816312652,0.2675636230815074,42,3,0.31075660820355777,0.1900940896880815,6,24,29,2156,4,13,0,4,13,10,1,7,17,14,13,8,12,1,18,7,0.1041707266620383
user_484,48,398,31,1331,52,77,0.13370268210966996,0.6356280558356951,76,0,0.7202454007749819,0.6595199546699549,1,16,0.8501504977106406,0.2470644407896445,72,63,0.8494118032348283,0.2129238823717109,11,49,0.3445837946596324,0.7481937264351614,50,76,0.5518636358344989,0.5067578180237691,90,27,0.25669067386606315,0.020984981756284715,80,51,0.4491104408652524,0.19794978304895017,4,46,16,2186,4,3,8,10,15,13,11,1,2,14,17,11,12,0,3,7,0.2617431721831024
user_485,29,281,84,1156,30,55,0.8385754214725123,0.6964985728449781,97,23,0.2623118420459759,0.8847212727556213,8,1,0.6661833328505901,0.3653195631648434,14,41,0.3150734616138323,0.09517094770266588,40,56,0.8831834903527329,0.10911264418557753,55,75,0.6459034596607676,0.10091598355441944,31,53,0.1985286903854141,0.11032229687907813,10,53,0.07998595794069663,0.6024532631635949,5,16,22,1092,15,11,4,4,0,1,4,6,18,11,14,0,10,11,17,2,0.5879898582402607
user_486,8,407,190,2211,55,40,0.708276825657236,0.8178877421287493,57,38,0.6751624290976669,0.5605980707077789,59,46,0.9959740585146502,0.24074454697137904,26,41,0.17519785423816125,0.4244191591676416,31,23,0.1386210633674897,0.6174363798900692,39,22,0.21337190735486222,0.47442319428879864,6,76,0.7087298186064551,0.10279602298136903,81,16,0.9799402385724459,0.609620283798881,3,14,28,1371,7,0,15,13,1,1,7,11,10,5,18,11,17,4,14,7,0.18523830312105416
user_487,11,11,72,1815,21,48,0.5779571954552444,0.6562482781371146,2,15,0.8716355039228065,0.5452007351535635,67,58,0.956419622177728,0.867283885889112,89,25,0.5622381928384271,0.9244071207169879,1,65,0.39041498536555663,0.33703262655176114,22,76,0.8699913689145947,0.008679241595875187,36,48,0.7930127248793652,0.31553927072985466,86,3,0.04646147722190963,0.015740611116717984,2,38,7,1400,8,3,11,4,0,13,2,12,14,9,9,7,2,12,5,4,0.10539347395086329
user_488,45,304,43,1768,25,24,0.15830953138391013,0.88048718264694,55,5,0.6692578837073668,0.9159540849719828,48,55,0.21909482270011538,0.9839735581823739,57,77,0.9477760314674711,0.7210651073028873,1,21,0.6706377463264456,0.6469266979656855,16,3,0.7584467000075756,0.08706470331296712,15,65,0.3199029935057274,0.7878781017032536,3,57,0.35884244114579533,0.5516910461084356,9,49,0,2384,15,11,15,8,16,2,17,14,14,14,15,11,19,0,0,3,0.10441454847347775
user_489,3,150,268,1143,39,29,0.6608312985270522,0.012936892275355993,72,25,0.34211307889195075,0.2336900356380459,78,60,0.2969709573515703,0.9296974986654456,69,19,0.28460721182704196,0.3788815694019554,14,38,0.9710739982658219,0.5172964958900732,2,0,0.018401554680180565,0.13562095950459574,39,10,0.6011279922962408,0.05083209853412329,99,35,0.7613079987559824,0.21625647922795244,7,20,2,1739,17,14,13,8,4,13,14,7,2,11,4,14,8,3,2,6,0.33152769103149693
user_490,12,391,24,2374,36,4,0.7861429818692648,0.23463988831306115,59,53,0.9753808739674118,0.7661362960141526,98,67,0.6193692830919499,0.049692083502774986,15,67,0.7183904896036145,0.5700935695883249,87,8,0.398458890819826,0.026156144532413106,61,14,0.29274982518700643,0.9840595723854112,35,1,0.4409753884464087,0.10327616553190033,83,63,0.9918567952477084,0.5763430129815986,4,24,5,1137,0,8,16,13,14,4,16,4,10,9,16,8,0,4,15,6,0.5040614826839929
user_491,49,253,0,947,30,67,0.4944322008289883,0.35673132811230546,0,2,0.21647086328962029,0.6338418648549562,12,60,0.3411819114083662,0.7475168967475064,32,5,0.5394094612799865,0.528492889689118,25,3,0.22843298275297852,0.7032282332287728,99,24,0.9110257371566157,0.5285012911185026,22,21,0.8070791562587321,0.11366358489999251,67,18,0.38694584992530223,0.46999008881858684,3,20,21,1617,1,5,0,2,4,14,1,0,15,8,1,9,3,2,16,14,0.35039233424692584
user_492,43,147,230,2362,60,36,0.6079041242971477,0.568800348883758,61,65,0.595009777518401,0.9986539186088776,35,1,0.002670993367663299,0.7953783113303596,28,73,0.3104003019331635,0.47112788499695446,82,14,0.9891499106666726,0.2605064492602319,51,19,0.321770570248497,0.3083817068597352,65,17,0.9996563089563387,0.7779433028274259,34,79,0.41686978336443736,0.8283262460927457,5,44,26,2359,4,12,12,3,6,11,3,13,4,10,3,7,15,7,16,13,0.38852877273702
user_493,26,51,289,1245,20,23,0.6094668031064728,0.5156418674007825,28,5,0.918011560965442,0.34538523487172135,51,76,0.4086081399197039,0.25919314918766523,23,36,0.7581831102701669,0.8231128908522648,2,26,0.0814542147344004,0.682125955506534,14,38,0.14880210712845643,0.5324203355333041,11,31,0.49739835133609644,0.5283367123120252,48,72,0.7002844320692974,0.8630739985905735,4,34,20,1487,9,6,6,8,19,14,9,11,17,11,8,12,8,3,4,6,0.8602056372067265
user_494,38,202,247,2263,17,11,0.24316757352572904,0.3424562852966352,16,30,0.8178464430604302,0.05475938611030673,31,16,0.4391008057493109,0.7312903860658883,48,40,0.7500340979469039,0.44196535531138237,15,38,0.8063509758054337,0.46070552692137157,22,31,0.719055397776866,0.2918519659165897,97,77,0.17951470228359911,0.9751633799147684,59,10,0.16905333016740065,0.36235161870946786,5,14,28,2024,4,2,4,14,12,1,19,0,14,13,15,3,16,3,13,1,0.3723791883911107
user_495,39,136,159,1143,32,76,0.4179942578800159,0.6688175939601658,29,15,0.1711224219805666,0.9135625558393029,89,13,0.6992389944355561,0.9854817505716017,89,49,0.42859260709517133,0.2390953929866152,70,44,0.9663107088924127,0.4545961069547201,19,48,0.9170515920403796,0.6833254325358847,96,58,0.6078541511077914,0.9699520478171866,12,73,0.8869877578719892,0.2003493638486028,4,10,2,1799,11,2,6,13,6,6,13,11,0,10,4,11,10,0,12,12,0.4342917694302971
user_496,16,162,233,1202,94,38,0.34803894342153896,0.23538500695330788,85,57,0.6056113074866436,0.4389299435829642,14,61,0.8999501467236601,0.08709425089545497,56,19,0.8350126715752834,0.9428771471534901,59,62,0.5000651918869167,0.9612945211409166,38,10,0.332254318189384,0.031627450684649894,83,24,0.6899459106135571,0.006508646884609504,41,0,0.9600582757647734,0.2717937526236749,8,6,24,2329,5,14,14,6,2,13,8,2,5,3,8,0,8,11,3,9,0.8473157411908994
user_497,48,413,69,2270,60,62,0.8686553864492219,0.39040348369719324,33,29,0.9770518594542353,0.9743136870052852,56,43,0.1437412560197192,0.16258631176311356,23,10,0.8908649570357761,0.07603406330863449,27,67,0.23357089804673714,0.46842994049525066,58,70,0.5859372296875067,0.2101176862323586,88,73,0.9204466238957857,0.42714392510997834,44,69,0.45993219662538876,0.3784380880484496,6,39,27,1812,1,1,6,12,19,10,15,13,18,8,11,13,6,1,16,10,0.8708273102516345
user_498,11,255,130,1844,77,78,0.8482746006672285,0.3378921445934604,54,35,0.42308736985390427,0.10436409954439474,88,60,0.6240584427773487,0.4468941600565761,64,79,0.41672328113600077,0.789262996991285,96,69,0.8620308742935098,0.5968282213652403,56,79,0.6108222071639265,0.7188397482056668,83,67,0.033844370833002846,0.8105931608770096,62,46,0.15395630212363076,0.3157675592251705,2,23,16,1156,12,9,4,11,7,7,11,1,2,1,16,1,11,0,5,0,0.8371755836394877
user_499,45,197,128,1764,8,13,0.08152473092858625,0.23256854107333125,83,78,0.5006770748054763,0.3978580182372561,22,72,0.13164061587825993,0.3507725846011295,49,47,0.8663378969585519,0.41006244847857054,26,39,0.2979745523466443,0.15916019772222634,10,38,0.9714920564732138,0.34915540146785184,56,1,0.6014929529749413,0.7753289809534257,35,67,0.6300731498609492,0.7165490680232919,4,32,19,2212,2,13,18,12,6,9,2,6,1,6,8,11,11,5,9,10,0.279254780914453
user_500,41,420,223,2286,20,2,0.30763760810008967,0.489272519976084,16,9,0.05377512794871575,0.7792266510822553,11,65,0.3407393557110129,0.04749422468232223,64,51,0.930742218281428,0.47859537859595846,88,64,0.7417594768909639,0.8768394060751857,23,15,0.9312776061382757,0.06530647666993028,31,49,0.4356650207016327,0.17788996685296066,23,12,0.38954751389893805,0.38932392172652097,8,2,22,2095,11,0,14,8,2,4,12,7,5,9,8,13,18,11,6,12,0.5780401116288002
user_501,29,190,271,1283,4,28,0.3226623664973406,0.4300235873450098,35,56,0.9263629694180113,0.05345354780486755,54,25,0.5775776598819687,0.25153139041497585,95,31,0.36730948560867993,0.4503469493303285,21,60,0.8633042864353935,0.3648210422175162,49,46,0.4169069652234766,0.36080039325916924,77,38,0.8944786247667759,0.14808783804016024,14,0,0.17614113387417663,0.8174314092138697,6,17,16,1881,8,13,12,3,19,14,13,10,12,0,2,12,0,4,4,8,0.5800644539843893
user_502,4,356,203,2497,60,79,0.44596111597618315,0.5342704866019119,43,27,0.1612368084346456,0.015222471491490808,25,62,0.23771282025275475,0.7505630985884716,48,51,0.6624873960354586,0.32770334884511887,92,44,0.3636681134371731,0.7918963623947993,40,45,0.2529528513335707,0.5150133869112811,11,72,0.41583405026802966,0.8883051522966474,57,34,0.8132549511218989,0.48775370957097863,9,41,12,1597,19,3,18,5,0,8,10,9,15,2,18,11,2,6,17,0,0.8469234181097952
user_503,23,461,114,1378,69,75,0.38138766307356586,0.34714059709477596,38,58,0.03530225451406965,0.9747369472575074,52,8,0.6280545311504252,0.12274094645898281,20,62,0.41562220992355114,0.43681782063075425,21,76,0.30513977412050386,0.33122651629496347,29,62,0.2835460245258148,0.71696170148585,64,35,0.5650515862904033,0.6151232896516171,54,76,0.83291827812863,0.014624043010017407,8,14,20,2156,9,0,12,5,19,11,16,10,17,7,7,12,13,4,1,10,0.3572789301040441
user_504,21,187,56,2442,57,66,0.28200256942620183,0.7645165610361319,79,72,0.9174652255548038,0.8953271799439111,84,48,0.6186216854080555,0.06859349040789575,21,20,0.9876991927610826,0.3330384233986733,96,8,0.7793930542442218,0.9206160842256454,86,24,0.7134190609006716,0.07455188487023212,74,22,0.48405311915220717,0.31002533095909135,32,41,0.9199021256598975,0.4893019738368687,7,35,29,1010,12,0,18,14,19,14,10,13,4,7,9,1,6,0,2,11,0.010906995317794821
user_505,48,302,292,1141,47,18,0.49451956297028443,0.41166110516998644,84,64,0.009253920216963474,0.9762698050329522,69,42,0.15184344564527563,0.046760013811166234,71,58,0.2348901659718201,0.30116553700125925,77,36,0.5535289621161336,0.0779744235218115,62,6,0.7507587602823569,0.5057936004529816,5,6,0.576166674126867,0.44666772446141545,28,24,0.28249855017285197,0.10752704378425793,2,33,27,1384,7,4,13,13,8,12,17,5,2,9,9,9,8,13,11,7,0.6946250043820943
user_506,23,424,112,1105,19,69,0.6030542679324817,0.4531254069036049,62,56,0.7383921652861428,0.9041407489043,87,5,0.17539033497361256,0.696221915004867,79,33,0.749955101104078,0.2845807390476489,86,59,0.3843176354583717,0.8520950180470455,45,3,0.7015034576874905,0.09037353797248393,54,72,0.5624753354498523,0.14900230483109322,22,14,0.6469114075402079,0.015623777836715536,4,39,17,2068,14,2,13,9,14,14,12,4,19,10,8,6,16,2,3,3,0.6695631476541436
user_507,2,338,136,2108,36,70,0.1305733307866399,0.7148467752101705,71,58,0.6498223366499677,0.9409354761253144,27,45,0.7963018964232812,0.9045910158531684,85,54,0.2901536349599746,0.8697737995835221,17,75,0.4244376040008935,0.7105291726499621,43,28,0.3936939533975087,0.11876741294061999,43,17,0.1671367891843364,0.25289627349037136,61,44,0.7421327856246376,0.254183066044395,8,8,22,2491,8,11,17,10,9,9,16,2,10,7,14,11,10,6,1,2,0.10749932099224235
user_508,44,86,32,1074,12,77,0.15446036055346568,0.19056124028573662,96,4,0.5620819014360728,0.5934314070505545,90,31,0.9411449472038799,0.6107842698045377,86,3,0.7004759013215406,0.9162338333132151,42,29,0.8701130411088653,0.2186183312588591,38,40,0.30965930837327327,0.8188751704389413,40,27,0.6563638108010069,0.3904784405261067,18,71,0.5415525473761613,0.8079617307637607,2,25,2,1697,4,12,19,11,5,4,5,3,13,12,2,0,4,5,5,3,0.6169782808672586
user_509,35,204,266,1911,82,30,0.43043800651148056,0.20768208296445678,66,28,0.6987357051503006,0.4737062076893085,15,44,0.7602105221924912,0.3252762092417024,96,77,0.42362191772126967,0.679317365656695,74,29,0.683770012088142,0.7795811667746075,37,49,0.18164101406746547,0.4307568483609884,23,64,0.9047698014219513,0.8185502511944411,57,25,0.60982671544246,0.5798342336703631,4,32,7,1179,4,14,16,14,3,12,16,12,1,7,3,8,1,11,18,1,0.7743603861815881
user_510,36,362,128,2139,66,48,0.8749118332547884,0.15290544405022855,47,67,0.35654214321427224,0.9405592607568448,39,5,0.09500276182293066,0.06928490144422583,34,71,0.641711482284288,0.3272936435708872,88,10,0.1772352741402924,0.6504999845139404,7,10,0.39927538401557716,0.7459648474782595,47,12,0.9676400655399332,0.23586271297102002,66,6,0.29248344310492624,0.5218128787475205,6,46,0,2084,12,9,4,6,0,9,17,10,7,3,2,2,18,1,16,14,0.3665117555589056
user_511,9,116,207,1310,2,34,0.6829377976993461,0.849911435092138,31,17,0.15117169828232546,0.9147317347788052,52,66,0.005302510932846061,0.7373736335395861,80,38,0.563941769644487,0.4043261228494788,18,4,0.2793310185303406,0.6747630413914187,63,56,0.15532996731818804,0.8228555236452406,87,38,0.9014436858492466,0.454503600982602,49,76,0.5409315806826384,0.9543858319312717,6,9,1,1886,15,4,15,13,15,10,14,8,0,8,10,4,5,13,7,14,0.3825737058156067
user_512,29,209,75,1046,59,67,0.24850232750227352,0.22201053427432094,86,74,0.9061606345318933,0.9127266260883976,38,14,0.06432419452904947,0.9431740511585731,35,53,0.5124061434601496,0.06358804246578653,92,21,0.9799402545648044,0.14629250272118988,54,41,0.015874421793847793,0.7869654919674565,33,44,0.039218501280014584,0.7154602666747475,62,54,0.7249802459988351,0.7895643131509639,3,12,28,2431,7,7,12,6,9,12,12,7,16,5,1,0,11,9,5,4,0.4162863037516904
user_513,24,328,123,2299,21,62,0.7712010290366336,0.9164653062325394,4,38,0.7977039302997685,0.9867899455700829,62,73,0.7510537912135338,0.982802539705019,72,31,0.5273776630980636,0.07544993547966361,76,55,0.7005321155919974,0.6822456310494183,63,21,0.011054398697009526,0.5446390556178581,84,51,0.8339492559463139,0.10876823155377657,26,23,0.4989713568704347,0.7758293517147361,3,9,27,1370,18,8,9,3,3,14,5,9,7,7,15,5,16,12,0,13,0.7841322586084434
user_514,16,368,155,1483,11,69,0.8462773724729192,0.9053932329290053,48,20,0.009063098186644414,0.7925310589064705,29,31,0.009887865016920738,0.8049885589761221,24,59,0.6852107463384691,0.9146898211444775,60,39,0.164615894039438,0.5430242292969959,79,75,0.3589250478821191,0.14809849980120515,26,36,0.46495502361773045,0.653458278205396,84,28,0.14347570413421473,0.5078028847985135,2,49,27,1641,4,12,0,0,16,0,0,6,8,10,3,8,13,14,15,12,0.1786419309184527
user_515,20,328,118,2248,52,67,0.6641437572413672,0.09832366709196383,50,47,0.8683962094619007,0.6263023324067365,84,53,0.5398214031716857,0.15685365236857218,46,19,0.030141317722528038,0.290509412778189,81,15,0.35736867914911874,0.7750250556294934,20,60,0.23440145372373578,0.14592897959233309,86,10,0.4504673277047577,0.1689570411013186,10,14,0.3030467483185866,0.1081319723393751,3,27,22,1722,13,5,2,10,16,13,12,7,11,11,11,10,1,12,9,6,0.01142518740375098
user_516,35,310,15,1656,17,37,0.514813290181972,0.8679229085851139,16,77,0.7790448701974321,0.6125003778578084,42,65,0.7085615685819504,0.7755681478094317,33,76,0.6537325001261435,0.29572390495167467,89,55,0.9804798490105471,0.003281789235718091,78,53,0.5469223308068357,0.9558528744672915,96,32,0.1738014889452303,0.16305002000870616,16,56,0.5919376787062978,0.548773898932763,4,1,20,2353,3,9,10,13,5,5,8,3,12,13,4,5,3,5,17,11,0.2808260686612557
user_517,34,349,158,1038,11,63,0.16926475071541902,0.4962058799500081,25,60,0.4973639202167177,0.6657930951976158,21,52,0.41855097516677664,0.39860095544090435,26,59,0.31669541546289626,0.7091732531595895,14,23,0.4080102314975367,0.32381853455827503,23,56,0.36738728915195784,0.8607903810304645,10,0,0.30875298631287673,0.338563008959747,25,52,0.9613247181162168,0.2447439405988301,8,0,6,2394,9,2,15,5,10,2,18,1,14,10,15,13,7,7,1,5,0.25900207179449153
user_518,29,363,148,1043,56,75,0.58529564038226,0.26918989119471814,5,52,0.9778918579104594,0.8071600782921844,68,73,0.7095791938782651,0.7632778849269771,3,57,0.82014406795187,0.9037299762136376,50,78,0.9544751330941914,0.0720216203657722,98,10,0.6480287939401654,0.07851772621182285,33,59,0.6718419718044675,0.0036158617715676966,73,31,0.35085034576848684,0.08360228102441403,5,32,21,2120,15,2,14,1,11,13,2,3,5,11,12,11,11,1,12,2,0.9914005415521356
user_519,33,402,136,2451,94,32,0.15931073552501496,0.2520468596720705,82,56,0.4336459247320299,0.20153793698766675,78,5,0.7327618613816829,0.12507123945056908,36,3,0.37985462876245213,0.7634448955760644,39,14,0.0062855458685912025,0.14214331338038944,51,17,0.2719558460388496,0.1464265416489,53,40,0.07518058501402591,0.7500221903877807,87,3,0.5742666896008981,0.08970487704196783,6,39,26,1908,0,10,8,8,11,5,12,12,4,4,18,9,0,5,17,7,0.5855571873198685
user_520,39,185,142,818,9,15,0.9511818108497045,0.889574134476466,79,27,0.6364911013709522,0.23069612344865287,8,9,0.6304160284191185,0.06868468621938872,14,29,0.061815693844453956,0.8809087649911006,90,73,0.3536725743949669,0.1326905816777627,23,72,0.7011787183542708,0.8707196766559441,32,37,0.7607146278696642,0.6073087429212753,36,10,0.4545000117204101,0.09403074813422674,2,40,5,1365,1,9,1,5,11,7,1,8,15,11,14,13,19,3,3,10,0.43340873371347644
user_521,17,346,100,2269,1,14,0.6698050412383195,0.254388808283049,86,34,0.3957506052859877,0.656008108470918,82,59,0.7915310711650553,0.7216855993076978,11,40,0.2168342176929906,0.864833814576485,22,30,0.9515608525390158,0.0759886518955416,8,21,0.4791682117481334,0.5363528105904403,27,14,0.4851029839390655,0.7428037456552986,51,54,0.2639584682470415,0.3667206901282478,2,14,24,2301,12,4,11,2,1,6,4,3,10,1,17,6,9,6,19,13,0.8926153340890316
user_522,10,321,268,1260,40,48,0.4033569717378751,0.9756330653655054,60,57,0.7810977551241967,0.4498646953614197,60,79,0.3601090885916426,0.3233697552343533,83,26,0.4808674586362257,0.34028646709839694,52,51,0.7080423370055218,0.06993536439051484,1,53,0.9367681333721024,0.6233707602208972,89,34,0.16769732291229367,0.6267125759567876,78,54,0.27164113074417406,0.740753801291965,4,46,14,2074,6,4,17,11,11,11,3,12,10,4,5,4,9,10,14,0,0.6668194682958485
user_523,2,120,42,2481,73,52,0.10698180763205611,0.7614693289373168,33,36,0.21795485466011766,0.9256734939291974,9,39,0.5300791019837752,0.34362199612713784,35,1,0.05283837495554733,0.3653465321442274,52,18,0.1042064375378513,0.14229757879798421,50,24,0.22150078100918735,0.9032236249709361,60,45,0.6788833668893024,0.14585555888350454,10,11,0.5861071179372228,0.3190272683733495,7,23,13,2193,3,0,12,4,2,8,19,9,17,3,18,2,15,0,4,7,0.8010028976355928
user_524,25,363,88,1915,32,17,0.18662149156682672,0.49855764028177596,48,49,0.8038763771441993,0.3204896372653623,97,67,0.7212855485978258,0.43335120693063933,75,75,0.9472278014609896,0.9517813436983669,36,42,0.9049952259723248,0.17875850347106437,68,55,0.9086616698450506,0.32261206144141763,81,20,0.21131595896684496,0.605416584351749,22,73,0.8795215925860874,0.25194021240911346,4,44,26,2451,1,13,8,9,9,11,9,9,18,10,10,2,18,7,0,11,0.5525197803669779
user_525,13,66,179,1676,31,79,0.24505638925374296,0.5607527727794364,39,67,0.18780777755756906,0.7460863228216275,56,9,0.5405946539617489,0.24947989463176834,16,15,0.2406252267293857,0.9016454232550885,50,45,0.6622500713806503,0.7414909259868084,25,75,0.2564286946517077,0.570922151800373,71,18,0.9206884411696955,0.4858233671513007,57,77,0.3827473242075987,0.011092493524492486,7,45,19,2113,18,2,3,10,12,1,17,2,11,0,5,2,16,2,0,2,0.7169988580831188
user_526,38,152,268,1123,69,74,0.5572863270001672,0.0667761382124833,8,35,0.48991611160449466,0.5432896550403248,58,20,0.16886869214973277,0.7456457973845251,58,27,0.8558757799192603,0.10665271742793003,8,64,0.8087509698440328,0.1282164882123883,31,65,0.9692692443485262,0.9556995589188719,62,44,0.5432678415984153,0.5117558875571745,92,50,0.5685144133908892,0.7271297185132939,8,10,26,1846,0,11,12,12,5,6,5,9,1,12,2,5,15,5,12,3,0.20396231730876668
user_527,32,104,203,1112,54,12,0.22669022666851335,0.9718227002619613,35,4,0.566799843804711,0.23686070944035897,18,34,0.020861472637409006,0.6119808635302266,5,0,0.12154106932419406,0.48345984302988165,82,25,0.5400934210977145,0.08061128846621757,90,37,0.5849210947248297,0.08616669340141503,83,23,0.547018614776702,0.921592310013318,89,19,0.9205077894865824,0.07778520020046797,0,21,29,1756,15,0,9,11,18,11,7,6,7,9,9,1,9,6,3,0,0.535514901677154
user_528,4,477,103,1761,23,13,0.48803324648521085,0.47826862946078497,64,45,0.0019373091368668494,0.7387135376269276,82,0,0.9215714731765662,0.45691735033173797,4,13,0.9092239295496342,0.9113081631625708,49,26,0.7023514608651067,0.8540154152059414,76,2,0.9937005233882049,0.4698727236363408,0,27,0.42280347244881844,0.7906273393830772,70,2,0.839908332016071,0.2363644207056953,9,4,12,1681,6,10,9,9,10,11,12,7,16,7,13,0,18,8,19,9,0.7738347275154525
user_529,32,87,202,1350,76,24,0.6302497075356163,0.10145647214403453,84,9,0.4589144732646183,0.26597194376422595,58,27,0.22595754063765228,0.3496005038060167,50,61,0.8923610807796951,0.38503068123282524,68,61,0.8043696250082402,0.24935463012534542,2,23,0.20412228455809767,0.20064640888939445,47,46,0.7260073846551959,0.3799749244584082,75,7,0.8696291927489054,0.4562331485675083,3,22,4,1613,1,4,0,11,18,5,9,11,18,0,12,6,2,4,3,11,0.7363458626893268
